ResponseId,Age,YearsCode,CompTotal,ConvertedCompYearly
75725,18-24 years old,11,130000,130000
75726,Under 18 years old,4,NA,NA
75727,35-44 years old,20,80000,80000
75728,25-34 years old,5,28000,29985
75729,25-34 years old,11,165000,165000
75730,25-34 years old,8,NA,NA
75731,18-24 years old,6,NA,NA
75732,18-24 years old,5,NA,NA
75733,Under 18 years old,3,NA,NA
75734,18-24 years old,4,NA,NA
75735,35-44 years old,25,500000,500000
75736,25-34 years old,8,91000,91000
75737,25-34 years old,11,15000000,107524
75738,55-64 years old,26,200000,132208
75739,18-24 years old,1,NA,NA
75740,45-54 years old,39,220000,220000
75741,Under 18 years old,3,NA,NA
75742,Under 18 years old,5,NA,NA
75743,25-34 years old,4,33600,12429
75744,Under 18 years old,2,NA,NA
75745,45-54 years old,21,85000000,65409
75746,25-34 years old,16,35000,37481
75747,18-24 years old,2,NA,NA
75748,35-44 years old,17,73000,90621
75749,35-44 years old,14,150000,111527
75750,35-44 years old,21,210000,156138
75751,25-34 years old,10,145000,145000
75752,18-24 years old,3,19200,19200
75753,25-34 years old,12,142000,142000
75754,Under 18 years old,2,NA,NA
75755,25-34 years old,4,120000,120000
75756,Prefer not to say,More than 50 years,NA,NA
75757,Under 18 years old,6,NA,NA
75758,25-34 years old,9,90000,90000
75759,18-24 years old,10,NA,NA
75760,25-34 years old,14,650000,29571
75761,18-24 years old,8,NA,NA
75762,18-24 years old,2,NA,NA
75763,25-34 years old,14,112000,112000
75764,55-64 years old,39,130000,130000
75765,Under 18 years old,5,NA,NA
75766,55-64 years old,41,71500,71500
75767,18-24 years old,4,NA,NA
75768,Prefer not to say,5,100000,100000
75769,18-24 years old,3,NA,NA
75770,25-34 years old,6,NA,NA
75771,Under 18 years old,3,NA,NA
75772,18-24 years old,3,NA,NA
75773,Under 18 years old,5,NA,NA
75774,35-44 years old,28,NA,NA
75775,25-34 years old,2,NA,NA
75776,25-34 years old,3,350000,20037
75777,18-24 years old,3,100000,100000
75778,25-34 years old,13,NA,NA
75779,Under 18 years old,2,NA,NA
75780,18-24 years old,5,NA,NA
75781,18-24 years old,7,33000,307
75782,25-34 years old,3,NA,NA
75783,Under 18 years old,3,NA,NA
75784,18-24 years old,5,70000,70000
75785,35-44 years old,10,NA,NA
75786,Under 18 years old,2,NA,NA
75787,35-44 years old,10,12000000,86019
75788,25-34 years old,3,NA,NA
75789,Under 18 years old,4,NA,NA
75790,25-34 years old,8,75000,75000
75791,Under 18 years old,6,NA,NA
75792,Under 18 years old,4,NA,NA
75793,Under 18 years old,Less than 1 year,NA,NA
75794,Under 18 years old,8,NA,NA
75795,45-54 years old,NA,NA,NA
75796,18-24 years old,5,NA,NA
75797,Under 18 years old,4,NA,NA
75798,18-24 years old,3,NA,NA
75799,18-24 years old,10,NA,NA
75800,Under 18 years old,3,NA,NA
75801,25-34 years old,6,20000,20000
75802,18-24 years old,6,NA,NA
75803,55-64 years old,37,120000,120000
75804,Under 18 years old,3,NA,NA
75805,18-24 years old,8,NA,NA
75806,18-24 years old,3,NA,NA
75807,45-54 years old,20,NA,NA
75808,35-44 years old,20,145000,145000
75809,Under 18 years old,3,NA,NA
75810,18-24 years old,5,NA,NA
75811,25-34 years old,2,NA,NA
75812,18-24 years old,5,NA,NA
75813,25-34 years old,10,100000,100000
75814,25-34 years old,8,2800000,4572
75815,18-24 years old,5,NA,NA
75816,Under 18 years old,4,NA,NA
75817,Under 18 years old,9,NA,NA
75818,45-54 years old,40,NA,NA
75819,18-24 years old,12,NA,NA
75820,45-54 years old,23,NA,NA
75821,65 years or older,22,NA,NA
75822,35-44 years old,3,NA,NA
75823,18-24 years old,3,NA,NA
75824,18-24 years old,7,NA,NA
75825,Under 18 years old,2,NA,NA
75826,25-34 years old,7,150000,111527
75827,Under 18 years old,2,NA,NA
75828,25-34 years old,10,150000,40751
75829,Under 18 years old,7,NA,NA
75830,25-34 years old,6,60000000,46171
75831,Under 18 years old,NA,NA,NA
75832,18-24 years old,3,30000,6086
75833,55-64 years old,25,NA,NA
75834,25-34 years old,8,83000,83000
75835,Under 18 years old,4,NA,NA
75836,45-54 years old,36,NA,NA
75837,18-24 years old,3,NA,NA
75838,55-64 years old,25,NA,NA
75839,25-34 years old,7,100000,60702
75840,18-24 years old,7,NA,NA
75841,65 years or older,30,NA,NA
75842,Under 18 years old,7,NA,NA
75843,18-24 years old,7,NA,NA
75844,25-34 years old,7,NA,NA
75845,Under 18 years old,6,NA,NA
75846,18-24 years old,4,48000,29137
75847,35-44 years old,NA,NA,NA
75848,18-24 years old,15,10000,10000
75849,18-24 years old,4,30000,30000
75850,65 years or older,40,NA,NA
75851,55-64 years old,35,12000000,49483
75852,Under 18 years old,5,NA,NA
75853,25-34 years old,17,137000,101861
75854,25-34 years old,7,115000,115000
75855,45-54 years old,20,75000,75000
75856,18-24 years old,10,NA,NA
75857,35-44 years old,15,1000000,18293
75858,18-24 years old,3,NA,NA
75859,35-44 years old,8,125000,125000
75860,25-34 years old,13,12000,4596
75861,35-44 years old,22,460000,460000
75862,25-34 years old,3,NA,NA
75863,25-34 years old,5,NA,NA
75864,25-34 years old,12,NA,NA
75865,18-24 years old,9,NA,NA
75866,Under 18 years old,5,NA,NA
75867,45-54 years old,10,NA,NA
75868,25-34 years old,3,NA,NA
75869,45-54 years old,40,500000,70344
75870,35-44 years old,36,92000,92000
75871,35-44 years old,19,250000,250000
75872,25-34 years old,1,37000000,28472
75873,Under 18 years old,2,NA,NA
75874,Under 18 years old,3,NA,NA
75875,18-24 years old,12,74000,74000
75876,35-44 years old,2,NA,NA
75877,Prefer not to say,1,NA,NA
75878,45-54 years old,6,NA,NA
75879,18-24 years old,9,300000000,69074
75880,18-24 years old,6,250000,250000
75881,18-24 years old,5,NA,NA
75882,18-24 years old,4,NA,NA
75883,35-44 years old,20,150000,150000
75884,45-54 years old,18,180000,180000
75885,25-34 years old,6,175500,35605
75886,Under 18 years old,5,NA,NA
75887,25-34 years old,8,123000,123000
75888,Under 18 years old,5,NA,NA
75889,18-24 years old,10,NA,NA
75890,25-34 years old,5,NA,NA
75891,35-44 years old,2,92000,92000
75892,25-34 years old,6,88000000,67717
75893,55-64 years old,30,100000,21841
75894,Under 18 years old,4,NA,NA
75895,18-24 years old,7,90000,90000
75896,25-34 years old,8,7200,7200
75897,25-34 years old,4,52000000,40015
75898,25-34 years old,10,220000,220000
75899,18-24 years old,1,NA,NA
75900,25-34 years old,7,NA,NA
75901,Under 18 years old,7,NA,NA
75902,Prefer not to say,3,NA,NA
75903,25-34 years old,8,300000,9740
75904,25-34 years old,3,NA,NA
75905,18-24 years old,6,70000,70000
75906,18-24 years old,7,NA,NA
75907,65 years or older,More than 50 years,NA,NA
75908,Under 18 years old,1,NA,NA
75909,Under 18 years old,6,NA,NA
75910,18-24 years old,7,NA,NA
75911,18-24 years old,4,NA,NA
75912,25-34 years old,7,60000,12173
75913,25-34 years old,12,124500,124500
75914,25-34 years old,6,NA,NA
75915,25-34 years old,8,11000,1564
75916,18-24 years old,6,NA,NA
75917,35-44 years old,20,NA,NA
75918,25-34 years old,15,75000000,57713
75919,25-34 years old,4,12000,329
75920,18-24 years old,5,300000,5331
75921,25-34 years old,15,NA,NA
75922,25-34 years old,4,75000,75000
75923,25-34 years old,18,180000,180000
75924,18-24 years old,5,NA,NA
75925,25-34 years old,6,40000,29741
75926,25-34 years old,6,130000,130000
75927,35-44 years old,30,190000,115334
75928,18-24 years old,10,NA,NA
75929,25-34 years old,5,NA,NA
75930,35-44 years old,12,110000,110000
75931,Under 18 years old,2,NA,NA
75932,45-54 years old,10,NA,NA
75933,25-34 years old,8,50000,10920
75934,Under 18 years old,8,NA,NA
75935,18-24 years old,11,100000,100000
75936,18-24 years old,5,NA,NA
75937,45-54 years old,24,250000,250000
75938,45-54 years old,27,NA,NA
75939,25-34 years old,3,7200,1461
75940,18-24 years old,2,NA,NA
75941,65 years or older,48,140000,92545
75942,25-34 years old,3,NA,NA
75943,18-24 years old,7,NA,NA
75944,Under 18 years old,2,NA,NA
75945,35-44 years old,23,75000,75000
75946,25-34 years old,19,300000,198312
75947,18-24 years old,6,NA,NA
75948,35-44 years old,15,300000,300000
75949,35-44 years old,18,78500000,146140
75950,Under 18 years old,3,NA,NA
75951,35-44 years old,3,92000,92000
75952,35-44 years old,10,165000,109071
75953,25-34 years old,17,140000,84983
75954,25-34 years old,7,7000000,50178
75955,18-24 years old,2,NA,NA
75956,18-24 years old,5,24000,5242
75957,35-44 years old,20,NA,NA
75958,35-44 years old,20,NA,NA
75959,18-24 years old,4,550000,6664
75960,45-54 years old,30,NA,NA
75961,Under 18 years old,6,NA,NA
75962,Under 18 years old,3,NA,NA
75963,25-34 years old,3,84000,18346
75964,35-44 years old,17,150000,30431
75965,35-44 years old,14,145000,145000
75966,Under 18 years old,5,NA,NA
75967,Under 18 years old,1,NA,NA
75968,25-34 years old,12,110000,110000
75969,25-34 years old,3,NA,NA
75970,25-34 years old,12,150000,150000
75971,55-64 years old,NA,NA,NA
75972,25-34 years old,13,4000000,48468
75973,18-24 years old,6,NA,NA
75974,55-64 years old,43,NA,NA
75975,18-24 years old,6,140000,92545
75976,25-34 years old,13,NA,NA
75977,35-44 years old,NA,NA,NA
75978,35-44 years old,23,150000,150000
75979,18-24 years old,NA,NA,NA
75980,35-44 years old,22,165000,109071
75981,45-54 years old,32,60000,60000
75982,35-44 years old,20,157000,157000
75983,18-24 years old,12,NA,NA
75984,18-24 years old,3,NA,NA
75985,25-34 years old,10,NA,NA
75986,35-44 years old,6,NA,NA
75987,25-34 years old,7,3000000,10325
75988,45-54 years old,42,110385,110385
75989,18-24 years old,11,170000,170000
75990,35-44 years old,15,650000,176920
75991,25-34 years old,5,135000,135000
75992,35-44 years old,27,109000,109000
75993,35-44 years old,8,150000,150000
75994,25-34 years old,5,100000,100000
75995,55-64 years old,39,115000,69807
75996,18-24 years old,5,75000,75000
75997,Under 18 years old,4,NA,NA
75998,18-24 years old,5,100000,66104
75999,18-24 years old,5,NA,NA
76000,35-44 years old,22,190000,190000
76001,18-24 years old,10,NA,NA
76002,25-34 years old,7,312000,39798
76003,18-24 years old,5,NA,NA
76004,35-44 years old,10,1500000,135919
76005,25-34 years old,11,260000,260000
76006,35-44 years old,12,400000,22900
76007,35-44 years old,7,107763,107763
76008,18-24 years old,4,NA,NA
76009,25-34 years old,18,183000,183000
76010,18-24 years old,6,NA,NA
76011,25-34 years old,3,NA,NA
76012,25-34 years old,10,92000,55846
76013,35-44 years old,8,NA,NA
76014,35-44 years old,NA,NA,NA
76015,25-34 years old,1,NA,NA
76016,25-34 years old,16,85000,85000
76017,18-24 years old,7,900000,10905
76018,25-34 years old,16,NA,NA
76019,25-34 years old,15,NA,NA
76020,Under 18 years old,4,NA,NA
76021,25-34 years old,11,NA,NA
76022,65 years or older,NA,NA,NA
76023,35-44 years old,23,NA,NA
76024,25-34 years old,14,9000000,109052
76025,18-24 years old,2,NA,NA
76026,18-24 years old,5,NA,NA
76027,18-24 years old,8,NA,NA
76028,18-24 years old,2,NA,NA
76029,18-24 years old,Less than 1 year,NA,NA
76030,35-44 years old,6,50000,10144
76031,18-24 years old,2,NA,NA
76032,18-24 years old,4,120000,24345
76033,25-34 years old,5,44330,5655
76034,18-24 years old,8,130000,130000
76035,25-34 years old,Less than 1 year,NA,NA
76036,25-34 years old,3,NA,NA
76037,Under 18 years old,3,360000,2729
76038,25-34 years old,6,720000,12794
76039,18-24 years old,6,300000,300000
76040,Under 18 years old,3,NA,NA
76041,45-54 years old,35,NA,NA
76042,18-24 years old,Less than 1 year,NA,NA
76043,25-34 years old,9,210000,138818
76044,35-44 years old,25,175000,106229
76045,25-34 years old,5,NA,NA
76046,65 years or older,50,NA,NA
76047,25-34 years old,5,NA,NA
76048,25-34 years old,4,62400000,14367
76049,25-34 years old,5,630000,20534
76050,18-24 years old,7,77000,77000
76051,18-24 years old,3,NA,NA
76052,18-24 years old,Less than 1 year,NA,NA
76053,25-34 years old,3,150000,150000
76054,45-54 years old,40,NA,NA
76055,18-24 years old,8,NA,NA
76056,18-24 years old,7,NA,NA
76057,35-44 years old,26,200000,148703
76058,35-44 years old,31,200000,132208
76059,25-34 years old,11,145000,145000
76060,18-24 years old,2,NA,NA
76061,Under 18 years old,1,NA,NA
76062,25-34 years old,5,NA,NA
76063,65 years or older,48,172800,172800
76064,18-24 years old,24,NA,NA
76065,18-24 years old,8,NA,NA
76066,Under 18 years old,6,NA,NA
76067,65 years or older,30,54000,54000
76068,35-44 years old,11,240000,240000
76069,18-24 years old,4,52000,52000
76070,18-24 years old,6,NA,NA
76071,Under 18 years old,3,NA,NA
76072,45-54 years old,20,NA,NA
76073,35-44 years old,18,380000,4703
76074,35-44 years old,26,130000,85935
76075,25-34 years old,18,NA,NA
76076,25-34 years old,16,NA,NA
76077,25-34 years old,4,160000,160000
76078,Under 18 years old,2,NA,NA
76079,18-24 years old,9,130000,130000
76080,35-44 years old,25,200000,28138
76081,35-44 years old,3,80000000,173298
76082,25-34 years old,3,400000,4847
76083,18-24 years old,6,NA,NA
76084,18-24 years old,5,NA,NA
76085,25-34 years old,6,NA,NA
76086,25-34 years old,6,NA,NA
76087,18-24 years old,3,NA,NA
76088,35-44 years old,20,80000,80000
76089,55-64 years old,41,104000,104000
76090,35-44 years old,11,200000000,95392
76091,18-24 years old,3,NA,NA
76092,Under 18 years old,4,NA,NA
76093,18-24 years old,1,NA,NA
76094,18-24 years old,5,NA,NA
76095,45-54 years old,NA,NA,NA
76096,35-44 years old,25,2000000,24751
76097,25-34 years old,11,400000,400000
76098,18-24 years old,8,NA,NA
76099,25-34 years old,10,NA,NA
76100,25-34 years old,9,110000,110000
76101,35-44 years old,25,24000000,53627
76102,35-44 years old,16,NA,NA
76103,25-34 years old,1,NA,NA
76104,18-24 years old,5,1410000,17085
76105,25-34 years old,10,NA,NA
76106,25-34 years old,3,18000,1030
76107,25-34 years old,11,150000,99156
76108,Under 18 years old,6,NA,NA
76109,18-24 years old,5,NA,NA
76110,18-24 years old,3,NA,NA
76111,25-34 years old,9,NA,NA
76112,18-24 years old,4,240000,2908
76113,35-44 years old,20,300000,42207
76114,18-24 years old,10,NA,NA
76115,18-24 years old,6,NA,NA
76116,Under 18 years old,3,NA,NA
76117,Under 18 years old,4,NA,NA
76118,25-34 years old,8,31000,7
76119,35-44 years old,10,900000,114802
76120,18-24 years old,7,NA,NA
76121,25-34 years old,7,85000,56188
76122,35-44 years old,6,90000,90000
76123,18-24 years old,4,NA,NA
76124,18-24 years old,5,NA,NA
76125,25-34 years old,25,600000,600000
76126,Under 18 years old,6,NA,NA
76127,25-34 years old,3,51252,37984
76128,25-34 years old,1,NA,NA
76129,35-44 years old,25,134900,134900
76130,18-24 years old,2,NA,NA
76131,18-24 years old,4,NA,NA
76132,45-54 years old,31,150000,160634
76133,Under 18 years old,5,NA,NA
76134,35-44 years old,7,NA,NA
76135,25-34 years old,17,83000,83000
76136,45-54 years old,24,180000,118987
76137,35-44 years old,19,50000,50000
76138,25-34 years old,5,150000,150000
76139,Prefer not to say,2,NA,NA
76140,25-34 years old,5,NA,NA
76141,18-24 years old,3,20000,242
76142,45-54 years old,32,NA,NA
76143,18-24 years old,7,1440000,17448
76144,25-34 years old,4,200000,25582
76145,35-44 years old,3,NA,NA
76146,35-44 years old,15,NA,NA
76147,18-24 years old,3,NA,NA
76148,18-24 years old,4,156000,1931
76149,35-44 years old,6,600000,17254
76150,Under 18 years old,4,NA,NA
76151,25-34 years old,6,NA,NA
76152,25-34 years old,20,144000,29214
76153,25-34 years old,10,23000,1081
76154,25-34 years old,2,NA,NA
76155,35-44 years old,23,637200,58713
76156,45-54 years old,26,100000,100000
76157,35-44 years old,20,NA,NA
76158,35-44 years old,26,NA,NA
76159,25-34 years old,20,220000,52638
76160,35-44 years old,28,175000,115682
76161,Under 18 years old,4,NA,NA
76162,18-24 years old,3,NA,NA
76163,18-24 years old,8,NA,NA
76164,35-44 years old,22,160000,105766
76165,Under 18 years old,4,NA,NA
76166,25-34 years old,13,43000,46049
76167,18-24 years old,6,NA,NA
76168,18-24 years old,6,NA,NA
76169,18-24 years old,NA,NA,NA
76170,45-54 years old,36,65000,69608
76171,65 years or older,50,NA,NA
76172,25-34 years old,9,175000,175000
76173,18-24 years old,7,NA,NA
76174,25-34 years old,8,77000,16615
76175,25-34 years old,10,NA,NA
76176,18-24 years old,7,NA,NA
76177,55-64 years old,40,NA,NA
76178,Under 18 years old,6,NA,NA
76179,18-24 years old,4,54080,32828
76180,25-34 years old,Less than 1 year,NA,NA
76181,45-54 years old,25,80000,80000
76182,18-24 years old,2,NA,NA
76183,18-24 years old,4,NA,NA
76184,Under 18 years old,NA,NA,NA
76185,18-24 years old,8,NA,NA
76186,25-34 years old,3,38500000,48116
76187,18-24 years old,5,NA,NA
76188,25-34 years old,12,1800000,21810
76189,18-24 years old,10,115000,115000
76190,25-34 years old,12,154000,101800
76191,Under 18 years old,3,NA,NA
76192,Under 18 years old,3,NA,NA
76193,25-34 years old,15,NA,NA
76194,18-24 years old,12,NA,NA
76195,18-24 years old,6,NA,NA
76196,35-44 years old,27,NA,NA
76197,25-34 years old,2,45000000,12785
76198,55-64 years old,44,32000,32000
76199,35-44 years old,35,103000,68087
76200,25-34 years old,10,4000000,48468
76201,35-44 years old,2,NA,NA
76202,18-24 years old,4,NA,NA
76203,25-34 years old,10,175000,175000
76204,55-64 years old,NA,NA,NA
76205,18-24 years old,10,NA,NA
76206,Under 18 years old,1,NA,NA
76207,18-24 years old,6,NA,NA
76208,35-44 years old,15,2700000,32716
76209,25-34 years old,3,NA,NA
76210,25-34 years old,16,143000000,32925
76211,25-34 years old,8,76000,81388
76212,Under 18 years old,3,NA,NA
76213,Under 18 years old,4,NA,NA
76214,25-34 years old,9,125000,125000
76215,Under 18 years old,4,NA,NA
76216,25-34 years old,8,55000000,42323
76217,Under 18 years old,5,NA,NA
76218,35-44 years old,9,45000,48190
76219,35-44 years old,Less than 1 year,NA,NA
76220,35-44 years old,25,NA,NA
76221,Under 18 years old,2,NA,NA
76222,Under 18 years old,4,NA,NA
76223,18-24 years old,2,NA,NA
76224,25-34 years old,16,110000,117798
76225,Under 18 years old,Less than 1 year,NA,NA
76226,35-44 years old,7,75000,49578
76227,25-34 years old,4,175000,115682
76228,18-24 years old,NA,NA,NA
76229,Under 18 years old,8,NA,NA
76230,18-24 years old,3,NA,NA
76231,25-34 years old,5,48000,51403
76232,Under 18 years old,4,NA,NA
76233,35-44 years old,17,NA,NA
76234,18-24 years old,6,NA,NA
76235,35-44 years old,24,NA,NA
76236,25-34 years old,5,NA,NA
76237,25-34 years old,6,150000,150000
76238,18-24 years old,1,NA,NA
76239,25-34 years old,7,3600000,9370
76240,35-44 years old,13,NA,NA
76241,Under 18 years old,5,18000000,52207
76242,Under 18 years old,2,NA,NA
76243,35-44 years old,28,NA,NA
76244,35-44 years old,Less than 1 year,NA,NA
76245,25-34 years old,7,850000,10299
76246,Under 18 years old,4,NA,NA
76247,Under 18 years old,4,NA,NA
76248,18-24 years old,4,NA,NA
76249,25-34 years old,7,150000,99156
76250,25-34 years old,15,4440000,54948
76251,18-24 years old,5,NA,NA
76252,Under 18 years old,4,NA,NA
76253,25-34 years old,7,41880,44849
76254,18-24 years old,2,NA,NA
76255,18-24 years old,4,340000,4120
76256,Under 18 years old,5,NA,NA
76257,25-34 years old,NA,NA,NA
76258,18-24 years old,8,NA,NA
76259,18-24 years old,6,NA,NA
76260,Under 18 years old,8,NA,NA
76261,18-24 years old,7,NA,NA
76262,35-44 years old,16,2760000,19784
76263,35-44 years old,8,7000000,124388
76264,Under 18 years old,3,NA,NA
76265,45-54 years old,38,140000,154303
76266,Under 18 years old,3,NA,NA
76267,Under 18 years old,6,NA,NA
76268,45-54 years old,37,NA,NA
76269,18-24 years old,9,NA,NA
