ResponseId,Age,YearsCode,CompTotal,ConvertedCompYearly
5642,45-54 years old,35,70000,42492
5643,65 years or older,More than 50 years,140000,84983
5644,25-34 years old,14,130000,49794
5645,18-24 years old,8,NA,NA
5646,Under 18 years old,5,NA,NA
5647,45-54 years old,36,80000,85672
5648,25-34 years old,12,70000,74963
5649,18-24 years old,6,NA,NA
5650,45-54 years old,28,500000,500000
5651,18-24 years old,6,NA,NA
5652,45-54 years old,40,135000,135000
5653,25-34 years old,20,40000,42836
5654,35-44 years old,20,130000,35317
5655,25-34 years old,9,75000,80317
5656,25-34 years old,11,185000,185000
5657,18-24 years old,4,NA,NA
5658,Prefer not to say,NA,NA,NA
5659,25-34 years old,12,50000,53545
5660,18-24 years old,8,36000,38552
5661,25-34 years old,NA,NA,NA
5662,25-34 years old,14,39000000,72605
5663,35-44 years old,27,26000,27843
5664,18-24 years old,10,NA,NA
5665,25-34 years old,8,70000,74963
5666,25-34 years old,17,NA,NA
5667,25-34 years old,9,482400,44449
5668,25-34 years old,15,500000,45306
5669,35-44 years old,15,NA,NA
5670,35-44 years old,25,NA,NA
5671,35-44 years old,16,1050000,95144
5672,25-34 years old,12,45000,55862
5673,55-64 years old,40,70000,74963
5674,18-24 years old,10,NA,NA
5675,25-34 years old,10,NA,NA
5676,35-44 years old,30,112500,139655
5677,18-24 years old,6,1860000,6512
5678,18-24 years old,2,NA,NA
5679,35-44 years old,17,8600000,61647
5680,35-44 years old,18,NA,NA
5681,25-34 years old,13,32000,34269
5682,18-24 years old,4,NA,NA
5683,25-34 years old,8,50000,62069
5684,35-44 years old,27,NA,NA
5685,25-34 years old,2,25000,26772
5686,Under 18 years old,2,NA,NA
5687,18-24 years old,8,11000,11000
5688,Under 18 years old,1,NA,NA
5689,25-34 years old,9,NA,NA
5690,35-44 years old,23,2400000,112817
5691,18-24 years old,5,NA,NA
5692,25-34 years old,23,NA,NA
5693,35-44 years old,33,24000,25701
5694,25-34 years old,13,60000,60000
5695,55-64 years old,26,NA,NA
5696,35-44 years old,15,50000,53545
5697,25-34 years old,2,324000,86598
5698,18-24 years old,2,10000000,2302
5699,35-44 years old,17,580000,155022
5700,35-44 years old,20,140000,104092
5701,35-44 years old,20,6000000,54823
5702,25-34 years old,4,70000,70000
5703,35-44 years old,25,NA,NA
5704,35-44 years old,25,50000,19839
5705,35-44 years old,5,NA,NA
5706,45-54 years old,15,63600,68109
5707,35-44 years old,19,94000,116690
5708,25-34 years old,8,NA,NA
5709,18-24 years old,6,NA,NA
5710,18-24 years old,7,36000,44690
5711,35-44 years old,15,50000,50000
5712,18-24 years old,5,NA,NA
5713,35-44 years old,10,144000,144000
5714,Under 18 years old,5,NA,NA
5715,18-24 years old,3,62400,62400
5716,18-24 years old,7,NA,NA
5717,25-34 years old,20,66000,70679
5718,18-24 years old,5,NA,NA
5719,35-44 years old,18,NA,NA
5720,25-34 years old,4,NA,NA
5721,25-34 years old,6,NA,NA
5722,35-44 years old,20,170000,211035
5723,35-44 years old,18,123000,123000
5724,Under 18 years old,3,NA,NA
5725,25-34 years old,15,12000,1
5726,35-44 years old,10,87500,87500
5727,55-64 years old,7,43000,46049
5728,35-44 years old,19,800000,993105
5729,18-24 years old,8,NA,NA
5730,25-34 years old,5,190000,190000
5731,45-54 years old,27,NA,NA
5732,45-54 years old,35,NA,NA
5733,35-44 years old,4,NA,NA
5734,55-64 years old,45,109000,135311
5735,18-24 years old,3,40000,40000
5736,25-34 years old,7,38000000,47492
5737,35-44 years old,25,140000,28403
5738,18-24 years old,5,NA,NA
5739,35-44 years old,15,140000,149925
5740,25-34 years old,10,70000,74963
5741,25-34 years old,10,660000,60813
5742,Under 18 years old,4,NA,NA
5743,18-24 years old,6,60000,64254
5744,25-34 years old,5,804000,21803
5745,35-44 years old,20,42767,45799
5746,35-44 years old,27,72000,72000
5747,Under 18 years old,4,NA,NA
5748,25-34 years old,15,NA,NA
5749,25-34 years old,11,94500,94500
5750,35-44 years old,25,120000,120000
5751,25-34 years old,13,NA,NA
5752,18-24 years old,5,NA,NA
5753,25-34 years old,14,NA,NA
5754,18-24 years old,5,NA,NA
5755,45-54 years old,39,130000,139216
5756,25-34 years old,8,NA,NA
5757,25-34 years old,14,60000,64254
5758,45-54 years old,21,215000,215000
5759,18-24 years old,6,NA,NA
5760,25-34 years old,15,250000,250000
5761,35-44 years old,13,NA,NA
5762,18-24 years old,8,137400,27875
5763,35-44 years old,10,100000,107090
5764,18-24 years old,4,NA,NA
5765,35-44 years old,15,85000,91026
5766,25-34 years old,11,NA,NA
5767,45-54 years old,25,NA,NA
5768,35-44 years old,22,210000,210000
5769,25-34 years old,10,NA,NA
5770,25-34 years old,8,600000000,14173
5771,25-34 years old,6,NA,NA
5772,25-34 years old,11,630000,58049
5773,25-34 years old,8,15600000,45246
5774,18-24 years old,7,NA,NA
5775,18-24 years old,6,NA,NA
5776,18-24 years old,7,42133,45120
5777,35-44 years old,30,15000000,43506
5778,25-34 years old,21,178000,178000
5779,55-64 years old,6,20000,21418
5780,18-24 years old,11,NA,NA
5781,18-24 years old,5,NA,NA
5782,35-44 years old,15,700000,100649
5783,Under 18 years old,1,NA,NA
5784,25-34 years old,15,NA,NA
5785,45-54 years old,40,60000,74483
5786,35-44 years old,23,470000,101414
5787,35-44 years old,7,NA,NA
5788,18-24 years old,6,NA,NA
5789,35-44 years old,30,NA,NA
5790,35-44 years old,24,222000,222000
5791,25-34 years old,15,200000,200000
5792,25-34 years old,8,NA,NA
5793,18-24 years old,7,NA,NA
5794,25-34 years old,10,90000,96381
5795,25-34 years old,17,60000,44611
5796,25-34 years old,9,NA,NA
5797,25-34 years old,10,260000000,6142
5798,35-44 years old,18,600000,160367
5799,25-34 years old,23,NA,NA
5800,55-64 years old,39,80000,99311
5801,45-54 years old,20,NA,NA
5802,18-24 years old,6,1100000,13329
5803,18-24 years old,4,NA,NA
5804,25-34 years old,7,548400,78852
5805,25-34 years old,3,50000,62069
5806,18-24 years old,6,114000,27276
5807,35-44 years old,24,NA,NA
5808,25-34 years old,8,145000,145000
5809,35-44 years old,30,312000,74650
5810,35-44 years old,24,700000,64499
5811,55-64 years old,30,500000,71892
5812,18-24 years old,7,NA,NA
5813,45-54 years old,30,NA,NA
5814,18-24 years old,7,NA,NA
5815,35-44 years old,27,148000,148000
5816,25-34 years old,12,48000,51403
5817,25-34 years old,15,96000,71377
5818,35-44 years old,22,350000,350000
5819,25-34 years old,8,48000,59586
5820,35-44 years old,18,NA,NA
5821,25-34 years old,20,65000,80690
5822,35-44 years old,9,70000,70000
5823,18-24 years old,7,23000000,978
5824,25-34 years old,8,NA,NA
5825,35-44 years old,8,597500,159699
5826,25-34 years old,16,80000,85672
5827,35-44 years old,20,50400,50400
5828,65 years or older,More than 50 years,NA,NA
5829,18-24 years old,5,NA,NA
5830,25-34 years old,10,25000,25000
5831,18-24 years old,7,NA,NA
5832,35-44 years old,15,79000,84601
5833,18-24 years old,4,NA,NA
5834,45-54 years old,38,3500000,317145
5835,55-64 years old,30,200000,200000
5836,25-34 years old,7,NA,NA
5837,35-44 years old,8,NA,NA
5838,25-34 years old,13,78000,83530
5839,25-34 years old,9,466000,111496
5840,35-44 years old,30,110000,136552
5841,25-34 years old,17,80000,85672
5842,18-24 years old,6,NA,NA
5843,35-44 years old,25,61000,75724
5844,35-44 years old,27,720000,103525
5845,25-34 years old,13,60000,64254
5846,25-34 years old,18,118000,118000
5847,35-44 years old,20,NA,NA
5848,35-44 years old,25,NA,NA
5849,18-24 years old,5,NA,NA
5850,35-44 years old,10,91000,91000
5851,35-44 years old,23,66000,66000
5852,25-34 years old,12,117000,23737
5853,45-54 years old,39,235500,235500
5854,25-34 years old,15,NA,NA
5855,35-44 years old,23,NA,NA
5856,35-44 years old,9,50000,50000
5857,Under 18 years old,5,NA,NA
5858,18-24 years old,6,NA,NA
5859,25-34 years old,10,68000,72821
5860,35-44 years old,34,120000,120000
5861,18-24 years old,2,NA,NA
5862,18-24 years old,6,NA,NA
5863,35-44 years old,22,100000,107090
5864,25-34 years old,8,132000,132000
5865,25-34 years old,10,176000,176000
5866,25-34 years old,4,NA,NA
5867,35-44 years old,5,75000,685
5868,25-34 years old,19,300000,300000
5869,35-44 years old,25,NA,NA
5870,35-44 years old,32,100000,107090
5871,25-34 years old,5,204000,11679
5872,Under 18 years old,7,NA,NA
5873,25-34 years old,9,NA,NA
5874,18-24 years old,7,NA,NA
5875,25-34 years old,15,62000,76966
5876,25-34 years old,13,NA,NA
5877,25-34 years old,4,120000,120000
5878,35-44 years old,25,48000,51403
5879,35-44 years old,10,29000,6939
5880,25-34 years old,9,92000,98522
5881,18-24 years old,NA,NA,NA
5882,25-34 years old,16,NA,NA
5883,35-44 years old,31,NA,NA
5884,35-44 years old,20,185000,185000
5885,25-34 years old,18,200000,200000
5886,18-24 years old,7,45000,48190
5887,35-44 years old,24,91000,97451
5888,25-34 years old,9,NA,NA
5889,25-34 years old,10,82000,82000
5890,35-44 years old,16,40000,42836
5891,Under 18 years old,5,620000,7673
5892,25-34 years old,4,NA,NA
5893,25-34 years old,7,5500000000,129924
5894,18-24 years old,10,NA,NA
5895,35-44 years old,21,110000,110000
5896,18-24 years old,10,NA,NA
5897,45-54 years old,27,NA,NA
5898,25-34 years old,10,NA,NA
5899,55-64 years old,40,NA,NA
5900,18-24 years old,3,NA,NA
5901,18-24 years old,12,NA,NA
5902,18-24 years old,1,NA,NA
5903,35-44 years old,16,145000,107810
5904,35-44 years old,15,380000,380000
5905,18-24 years old,7,2000000,2000000
5906,25-34 years old,15,80000,85672
5907,18-24 years old,7,26000,27843
5908,Prefer not to say,10,235000,235000
5909,18-24 years old,7,NA,NA
5910,45-54 years old,40,NA,NA
5911,25-34 years old,2,NA,NA
5912,35-44 years old,13,65000,20878
5913,18-24 years old,8,80000,80000
5914,25-34 years old,4,25000,26772
5915,18-24 years old,3,NA,NA
5916,35-44 years old,20,NA,NA
5917,25-34 years old,6,100000,110216
5918,18-24 years old,10,NA,NA
5919,18-24 years old,8,NA,NA
5920,18-24 years old,4,NA,NA
5921,25-34 years old,10,200000,200000
5922,35-44 years old,24,3600000,12603
5923,18-24 years old,6,NA,NA
5924,45-54 years old,15,50000,53545
5925,25-34 years old,10,NA,NA
5926,25-34 years old,12,NA,NA
5927,25-34 years old,8,504000,46439
5928,25-34 years old,12,180000,180000
5929,25-34 years old,4,480000,44228
5930,35-44 years old,30,NA,NA
5931,45-54 years old,40,120000,128507
5932,35-44 years old,24,660000,60813
5933,25-34 years old,14,NA,NA
5934,25-34 years old,7,96000,105808
5935,18-24 years old,6,NA,NA
5936,18-24 years old,8,NA,NA
5937,55-64 years old,37,150000,150000
5938,25-34 years old,16,68000,72821
5939,18-24 years old,10,45000,55862
5940,18-24 years old,5,NA,NA
5941,18-24 years old,8,NA,NA
5942,25-34 years old,11,NA,NA
5943,45-54 years old,48,92000,98522
5944,25-34 years old,10,NA,NA
5945,35-44 years old,18,150000,160634
5946,45-54 years old,25,NA,NA
5947,45-54 years old,30,NA,NA
5948,18-24 years old,7,320000,29485
5949,25-34 years old,11,150000,111527
5950,18-24 years old,9,408000,37594
5951,35-44 years old,5,125000,125000
5952,25-34 years old,6,NA,NA
5953,25-34 years old,18,80999,80999
5954,25-34 years old,5,230000,171008
5955,18-24 years old,11,44000,47119
5956,18-24 years old,11,NA,NA
5957,25-34 years old,13,130000,139216
5958,55-64 years old,23,85000,85000
5959,18-24 years old,NA,NA,NA
5960,18-24 years old,4,NA,NA
5961,Under 18 years old,4,NA,NA
5962,18-24 years old,9,125000,125000
5963,35-44 years old,22,190000,190000
5964,45-54 years old,32,50000,53545
5965,Under 18 years old,6,NA,NA
5966,25-34 years old,19,58000,62112
5967,25-34 years old,14,67000,71750
5968,25-34 years old,16,25000,26772
5969,18-24 years old,5,85000,85000
5970,18-24 years old,6,NA,NA
5971,25-34 years old,18,3000000,37127
5972,18-24 years old,9,NA,NA
5973,25-34 years old,12,50000,53545
5974,55-64 years old,42,220000,133545
5975,35-44 years old,10,NA,NA
5976,25-34 years old,12,NA,NA
5977,35-44 years old,26,110000,117798
5978,18-24 years old,9,NA,NA
5979,18-24 years old,2,NA,NA
5980,Under 18 years old,3,NA,NA
5981,Under 18 years old,4,NA,NA
5982,25-34 years old,7,16320000,47335
5983,18-24 years old,13,NA,NA
5984,18-24 years old,9,NA,NA
5985,25-34 years old,11,130000,130000
5986,35-44 years old,20,60000,64254
5987,18-24 years old,5,NA,NA
5988,18-24 years old,8,NA,NA
5989,18-24 years old,9,54000,57828
5990,35-44 years old,11,115000,115000
5991,18-24 years old,7,56480,60484
5992,35-44 years old,15,6000000,72701
5993,45-54 years old,40,55000,68276
5994,25-34 years old,13,110000,110000
5995,45-54 years old,29,370000,370000
5996,25-34 years old,11,360000,360000
5997,25-34 years old,6,NA,NA
5998,18-24 years old,7,110000000,2598
5999,35-44 years old,25,NA,NA
6000,35-44 years old,28,220000,220000
6001,55-64 years old,43,NA,NA
6002,35-44 years old,20,330000,66949
6003,35-44 years old,20,NA,NA
6004,55-64 years old,15,NA,NA
6005,25-34 years old,15,176000,176000
6006,25-34 years old,8,100000,100000
6007,35-44 years old,20,NA,NA
6008,18-24 years old,2,NA,NA
6009,35-44 years old,25,NA,NA
6010,25-34 years old,17,6600000,79971
6011,25-34 years old,NA,NA,NA
6012,25-34 years old,10,85000,91026
6013,25-34 years old,12,151000,30634
6014,35-44 years old,18,2000000,54237
6015,25-34 years old,5,NA,NA
6016,18-24 years old,6,24000,25701
6017,35-44 years old,20,NA,NA
6018,25-34 years old,7,NA,NA
6019,18-24 years old,5,NA,NA
6020,35-44 years old,21,90000,111724
6021,35-44 years old,25,NA,NA
6022,35-44 years old,25,170000,170000
6023,18-24 years old,15,NA,NA
6024,35-44 years old,24,40000,49655
6025,25-34 years old,12,6000000,17402
6026,25-34 years old,9,NA,NA
6027,25-34 years old,18,160000,160000
6028,25-34 years old,7,34000,36410
6029,25-34 years old,6,NA,NA
6030,25-34 years old,6,194000,194000
6031,45-54 years old,41,200000,200000
6032,18-24 years old,4,8400,8400
6033,65 years or older,10,NA,NA
6034,25-34 years old,17,80000,85672
6035,35-44 years old,11,NA,NA
6036,18-24 years old,6,NA,NA
6037,25-34 years old,14,180000,180000
6038,18-24 years old,5,6000,6425
6039,25-34 years old,13,180000,133833
6040,45-54 years old,15,1143500,59315
6041,25-34 years old,8,45000,45000
6042,25-34 years old,10,NA,NA
6043,35-44 years old,28,NA,NA
6044,35-44 years old,19,80000,80000
6045,25-34 years old,15,60000,64254
6046,Under 18 years old,2,NA,NA
6047,25-34 years old,12,540000,30915
6048,18-24 years old,10,114000,114000
6049,18-24 years old,6,NA,NA
6050,35-44 years old,16,170000,170000
6051,25-34 years old,3,40000,29741
6052,18-24 years old,6,400000,400000
6053,25-34 years old,12,65000,69608
6054,35-44 years old,16,NA,NA
6055,18-24 years old,6,180000,23024
6056,35-44 years old,13,225000,225000
6057,18-24 years old,5,NA,NA
6058,25-34 years old,7,75000,80317
6059,18-24 years old,10,NA,NA
6060,18-24 years old,8,NA,NA
6061,25-34 years old,6,82000,82000
6062,45-54 years old,21,1100000,99674
6063,18-24 years old,6,NA,NA
6064,25-34 years old,14,80000,99311
6065,35-44 years old,28,40000,42836
6066,35-44 years old,12,NA,NA
6067,18-24 years old,9,NA,NA
6068,Under 18 years old,Less than 1 year,NA,NA
6069,Under 18 years old,1,NA,NA
6070,18-24 years old,2,NA,NA
6071,35-44 years old,25,NA,NA
6072,25-34 years old,6,63250,67734
6073,25-34 years old,9,160000,160000
6074,25-34 years old,8,NA,NA
6075,55-64 years old,32,250000,250000
6076,25-34 years old,8,109200,26127
6077,25-34 years old,5,100000,124138
6078,25-34 years old,16,85000,63199
6079,55-64 years old,44,130000,96657
6080,45-54 years old,25,NA,NA
6081,25-34 years old,6,504000,72468
6082,25-34 years old,14,NA,NA
6083,45-54 years old,25,130000,130000
6084,25-34 years old,8,NA,NA
6085,18-24 years old,12,NA,NA
6086,35-44 years old,24,170000,170000
6087,Under 18 years old,3,NA,NA
6088,35-44 years old,20,250000,59815
6089,18-24 years old,5,2000000,90987
6090,25-34 years old,7,125000,125000
6091,18-24 years old,10,NA,NA
6092,18-24 years old,6,NA,NA
6093,35-44 years old,2,NA,NA
6094,25-34 years old,12,40000,40000
6095,45-54 years old,32,NA,NA
6096,25-34 years old,10,40000,42836
6097,35-44 years old,17,125000,125000
6098,18-24 years old,3,NA,NA
6099,35-44 years old,24,140000,140000
6100,25-34 years old,14,20000000,15292
6101,35-44 years old,23,30000,32127
6102,18-24 years old,8,145000,145000
6103,45-54 years old,25,100000,60702
6104,25-34 years old,8,78000,57994
6105,25-34 years old,18,NA,NA
6106,35-44 years old,20,154000,154000
6107,35-44 years old,13,185000,185000
6108,25-34 years old,11,NA,NA
6109,18-24 years old,1,NA,NA
6110,35-44 years old,11,105000,115727
6111,35-44 years old,35,150,161
6112,18-24 years old,6,NA,NA
6113,Under 18 years old,3,NA,NA
6114,18-24 years old,Less than 1 year,NA,NA
6115,25-34 years old,12,50000,53545
6116,25-34 years old,10,NA,NA
6117,25-34 years old,8,NA,NA
6118,35-44 years old,27,NA,NA
6119,25-34 years old,15,65000,80690
6120,55-64 years old,42,NA,NA
6121,35-44 years old,20,74000,79246
6122,Under 18 years old,4,NA,NA
6123,25-34 years old,8,NA,NA
6124,25-34 years old,9,57000,61041
6125,35-44 years old,15,NA,NA
6126,35-44 years old,10,600000,160367
6127,25-34 years old,7,NA,NA
6128,35-44 years old,20,NA,NA
6129,35-44 years old,20,140000,154303
6130,25-34 years old,17,52000,55687
6131,18-24 years old,3,NA,NA
6132,35-44 years old,7,9840000,12298
6133,25-34 years old,20,NA,NA
6134,18-24 years old,12,NA,NA
6135,18-24 years old,11,NA,NA
6136,18-24 years old,7,1100000,13329
6137,25-34 years old,9,NA,NA
6138,45-54 years old,24,220000,220000
6139,35-44 years old,30,95000,101735
6140,18-24 years old,13,NA,NA
6141,18-24 years old,13,NA,NA
6142,35-44 years old,20,NA,NA
6143,25-34 years old,8,240000,57423
6144,35-44 years old,31,98000,98000
6145,25-34 years old,8,65000,69608
6146,35-44 years old,14,198000,130886
6147,45-54 years old,20,650000,650000
6148,25-34 years old,10,680000,97774
6149,18-24 years old,9,NA,NA
6150,35-44 years old,27,70000,70000
6151,18-24 years old,8,NA,NA
6152,18-24 years old,5,NA,NA
6153,18-24 years old,2,NA,NA
6154,25-34 years old,3,NA,NA
6155,Prefer not to say,7,NA,NA
6156,25-34 years old,20,200000,200000
6157,18-24 years old,6,NA,NA
6158,55-64 years old,44,NA,NA
6159,25-34 years old,3,90000,90000
6160,25-34 years old,4,52000,52000
6161,35-44 years old,15,NA,NA
6162,18-24 years old,8,50000,50000
6163,25-34 years old,11,89000,89000
6164,25-34 years old,6,89000,66173
6165,35-44 years old,7,456000,121879
6166,25-34 years old,5,60000,64254
6167,Prefer not to say,3,NA,NA
6168,18-24 years old,4,NA,NA
6169,35-44 years old,20,700000,100649
6170,18-24 years old,3,NA,NA
6171,25-34 years old,15,60000,64254
6172,25-34 years old,7,110000,110000
6173,Under 18 years old,2,NA,NA
6174,45-54 years old,40,70000,86897
6175,25-34 years old,3,NA,NA
6176,25-34 years old,15,72000,77104
6177,25-34 years old,12,75000,93104
6178,35-44 years old,15,NA,NA
6179,55-64 years old,43,160000,160000
6180,Under 18 years old,6,NA,NA
6181,18-24 years old,9,NA,NA
6182,35-44 years old,20,150000,150000
6183,25-34 years old,8,110000,110000
6184,25-34 years old,8,NA,NA
6185,25-34 years old,10,NA,NA
6186,25-34 years old,7,100000,20288
6187,Prefer not to say,9,NA,NA
6188,45-54 years old,6,115000,76019
6189,25-34 years old,8,25000,25000
6190,18-24 years old,4,100000,5725
6191,35-44 years old,25,141000,141000
6192,35-44 years old,26,105000,112444
6193,25-34 years old,15,540000,540000
6194,18-24 years old,7,62000,12578
6195,25-34 years old,6,78000,83530
6196,25-34 years old,7,182000,182000
6197,35-44 years old,11,NA,NA
6198,18-24 years old,2,NA,NA
6199,18-24 years old,5,NA,NA
6200,25-34 years old,7,NA,NA
6201,25-34 years old,15,201000,149446
6202,Under 18 years old,4,NA,NA
6203,25-34 years old,9,42000,44978
6204,25-34 years old,16,227000,227000
6205,Prefer not to say,10,NA,NA
6206,25-34 years old,12,NA,NA
6207,18-24 years old,2,NA,NA
6208,25-34 years old,13,216000,142784
6209,25-34 years old,12,NA,NA
6210,18-24 years old,6,590000,53462
6211,45-54 years old,35,160000,118962
6212,35-44 years old,NA,NA,NA
6213,45-54 years old,10,NA,NA
6214,25-34 years old,12,90000,90000
6215,18-24 years old,9,NA,NA
6216,35-44 years old,10,120000,28711
6217,25-34 years old,6,900000,81552
6218,25-34 years old,7,78000,47348
6219,18-24 years old,9,NA,NA
6220,25-34 years old,12,27000,28914
6221,18-24 years old,8,NA,NA
6222,25-34 years old,10,14000,14993
6223,35-44 years old,10,NA,NA
6224,18-24 years old,9,NA,NA
6225,25-34 years old,8,58000,58000
6226,18-24 years old,7,7200000,20883
6227,45-54 years old,36,NA,NA
6228,18-24 years old,10,NA,NA
6229,25-34 years old,3,NA,NA
6230,45-54 years old,26,300000,223054
6231,25-34 years old,5,NA,NA
6232,25-34 years old,12,245000,245000
6233,18-24 years old,6,NA,NA
6234,45-54 years old,25,400000,400000
6235,25-34 years old,15,NA,NA
6236,55-64 years old,30,NA,NA
6237,18-24 years old,10,102000,102000
6238,25-34 years old,6,116680,116680
6239,35-44 years old,19,65000,69608
6240,45-54 years old,10,115000,115000
6241,25-34 years old,5,80000,19141
6242,18-24 years old,8,NA,NA
6243,18-24 years old,8,36000,36000
6244,25-34 years old,6,101000,66765
6245,25-34 years old,11,97000,97000
6246,25-34 years old,12,NA,NA
6247,18-24 years old,2,NA,NA
6248,25-34 years old,10,NA,NA
6249,25-34 years old,15,125000,155173
6250,35-44 years old,7,NA,NA
6251,35-44 years old,26,330000,330000
6252,25-34 years old,10,NA,NA
6253,18-24 years old,6,NA,NA
6254,35-44 years old,24,60000,64254
6255,18-24 years old,9,NA,NA
6256,25-34 years old,11,150000,111527
6257,25-34 years old,13,120000,128507
6258,25-34 years old,14,NA,NA
6259,25-34 years old,16,200000,47852
6260,35-44 years old,23,125000,125000
6261,25-34 years old,3,NA,NA
6262,18-24 years old,5,NA,NA
6263,25-34 years old,16,600000,121726
6264,25-34 years old,8,NA,NA
6265,18-24 years old,3,NA,NA
6266,25-34 years old,18,61000,75724
6267,25-34 years old,12,270000,270000
6268,25-34 years old,NA,NA,NA
6269,18-24 years old,6,NA,NA
6270,35-44 years old,20,320000,320000
6271,25-34 years old,18,165000,165000
6272,25-34 years old,3,30500,37862
6273,18-24 years old,7,NA,NA
6274,18-24 years old,8,NA,NA
6275,25-34 years old,14,108000,108000
6276,18-24 years old,8,NA,NA
6277,25-34 years old,4,53000,65793
6278,18-24 years old,4,NA,NA
6279,35-44 years old,23,118000,87735
6280,35-44 years old,26,150000,150000
6281,35-44 years old,20,576000,116857
6282,25-34 years old,21,50000,53545
6283,25-34 years old,15,NA,NA
6284,45-54 years old,28,550000,550000
6285,25-34 years old,15,167000,207311
6286,35-44 years old,23,5000000,6249
6287,35-44 years old,16,225000,225000
6288,18-24 years old,NA,NA,NA
6289,35-44 years old,13,NA,NA
6290,25-34 years old,8,NA,NA
6291,25-34 years old,10,NA,NA
6292,45-54 years old,25,NA,NA
6293,25-34 years old,11,171000,171000
6294,25-34 years old,14,70000,86897
6295,18-24 years old,6,NA,NA
6296,Under 18 years old,7,NA,NA
6297,25-34 years old,8,NA,NA
6298,35-44 years old,26,144000,144000
6299,18-24 years old,15,NA,NA
6300,Under 18 years old,7,NA,NA
6301,18-24 years old,15,NA,NA
6302,25-34 years old,11,300000,300000
6303,45-54 years old,40,170000,170000
6304,18-24 years old,3,NA,NA
6305,25-34 years old,8,135000,100374
6306,55-64 years old,20,NA,NA
6307,Under 18 years old,1,NA,NA
6308,25-34 years old,10,85000,85000
6309,35-44 years old,NA,NA,NA
6310,18-24 years old,10,129000,129000
6311,35-44 years old,Less than 1 year,NA,NA
6312,25-34 years old,11,640000,57992
6313,25-34 years old,10,140000,140000
6314,18-24 years old,7,NA,NA
6315,18-24 years old,5,NA,NA
6316,25-34 years old,12,48000,48000
6317,25-34 years old,15,220000,220000
6318,18-24 years old,7,NA,NA
6319,18-24 years old,2,10800,10800
6320,25-34 years old,10,60000,74483
6321,25-34 years old,12,140000,84983
6322,18-24 years old,7,219000,219000
6323,25-34 years old,4,NA,NA
6324,18-24 years old,Less than 1 year,NA,NA
6325,35-44 years old,24,200000,200000
6326,35-44 years old,15,3500000,14433
6327,18-24 years old,4,NA,NA
6328,18-24 years old,6,NA,NA
6329,35-44 years old,20,67000,71750
6330,35-44 years old,16,180000,180000
6331,35-44 years old,19,516000,137916
6332,45-54 years old,2,NA,NA
6333,25-34 years old,15,140000,173793
6334,25-34 years old,11,120000,128507
6335,18-24 years old,4,NA,NA
6336,18-24 years old,8,NA,NA
6337,35-44 years old,7,NA,NA
6338,18-24 years old,8,41000,50897
6339,18-24 years old,4,NA,NA
6340,25-34 years old,7,NA,NA
6341,45-54 years old,18,130000,130000
6342,18-24 years old,5,NA,NA
6343,35-44 years old,33,NA,NA
6344,35-44 years old,30,90000,90000
6345,18-24 years old,9,NA,NA
6346,45-54 years old,22,NA,NA
6347,35-44 years old,27,837670,120444
6348,25-34 years old,15,NA,NA
6349,65 years or older,40,NA,NA
6350,18-24 years old,5,NA,NA
6351,25-34 years old,10,70000,70000
6352,25-34 years old,14,NA,NA
6353,35-44 years old,16,40000,40000
6354,25-34 years old,4,NA,NA
6355,25-34 years old,15,72000,79356
6356,25-34 years old,12,180000,133833
6357,25-34 years old,15,NA,NA
6358,55-64 years old,22,140000,140000
6359,45-54 years old,23,85000,91026
6360,25-34 years old,8,NA,NA
6361,18-24 years old,9,132000,28482
6362,Prefer not to say,5,NA,NA
6363,Under 18 years old,3,NA,NA
6364,25-34 years old,4,61000,61000
6365,25-34 years old,5,60000,64254
6366,25-34 years old,10,NA,NA
6367,18-24 years old,7,NA,NA
6368,25-34 years old,5,50000,27374
6369,25-34 years old,8,193000,193000
6370,25-34 years old,12,60000,12173
6371,45-54 years old,9,145000,95851
6372,18-24 years old,3,NA,NA
6373,35-44 years old,28,150000,150000
6374,18-24 years old,NA,NA,NA
6375,25-34 years old,10,60000,74483
6376,25-34 years old,13,65000,80690
6377,Under 18 years old,4,NA,NA
6378,25-34 years old,20,64000,79448
6379,25-34 years old,8,2000,406
6380,18-24 years old,1,NA,NA
6381,25-34 years old,12,41000,50897
6382,35-44 years old,3,25000,1431
6383,25-34 years old,19,195000,195000
6384,18-24 years old,8,27500,34138
6385,35-44 years old,1,NA,NA
6386,25-34 years old,15,26000,27843
6387,25-34 years old,7,NA,NA
6388,35-44 years old,20,108000,108000
6389,35-44 years old,21,170000,170000
6390,55-64 years old,39,140000,140000
6391,45-54 years old,28,NA,NA
6392,35-44 years old,25,95000,101735
6393,25-34 years old,4,100000,100000
6394,55-64 years old,6,NA,NA
6395,25-34 years old,16,67000,71750
6396,25-34 years old,3,90000,21534
6397,25-34 years old,5,NA,NA
6398,25-34 years old,14,72000,77104
6399,18-24 years old,12,NA,NA
6400,25-34 years old,9,72000,72000
6401,25-34 years old,6,300000,71779
6402,35-44 years old,8,47000,50332
6403,18-24 years old,7,NA,NA
6404,25-34 years old,20,6000000,72701
6405,25-34 years old,15,130000,139216
6406,35-44 years old,25,175000,130115
6407,Under 18 years old,3,NA,NA
6408,25-34 years old,11,165000,165000
6409,25-34 years old,15,184000,184000
6410,35-44 years old,19,75000,93104
6411,35-44 years old,30,100000,100000
